name,2015xrapm,2015oxrapm,2015dxrapm,2014xrapm,2014oxrapm,2014dxrapm,2013xrapm,2013oxrapm,2013dxrapm,2012xrapm,2012oxrapm,2012dxrapm,2011xrapm,2011oxrapm,2011dxrapm,2010xrapm,2010oxrapm,2010dxrapm,2009xrapm,2009oxrapm,2009dxrapm,2008xrapm,2008oxrapm,2008dxrapm,2007xrapm,2007oxrapm,2007dxrapm,2006xrapm,2006oxrapm,2006dxrapm,2005xrapm,2005oxrapm,2005dxrapm,
Earl Barron,-1.87,-1.56,-0.31,,,,-0.79,-0.73,-0.07,-0.46,-0.29,-0.17,-1.89,-0.95,-0.95,0.11,1.16,-1.05,,,,-2.5,-2.58,0.08,-1.13,-0.95,-0.18,-1.64,-0.96,-0.67,,,,
Jusuf Nurkic,1.32,-0.57,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peja Stojakovic,,,,,,,,,,,,,2.03,1.72,0.31,0.46,-0.38,0.84,0.73,1.61,-0.88,3.08,3.08,-0.0,0.19,0.02,0.17,0.4,1.53,-1.13,0.92,2.3,-1.38,
Nazr Mohammed,0.22,-0.05,0.27,-1.02,-2.49,1.47,-0.43,-0.94,0.5,-1.23,-0.52,-0.71,0.2,-0.33,0.53,-0.91,-0.34,-0.57,-0.93,-0.37,-0.56,-2.72,-2.02,-0.7,-3.01,-1.69,-1.32,-0.19,-0.23,0.04,-2.77,-2.56,-0.21,
Derrick Brown,,,,,,,,,,-3.5,-1.58,-1.92,-1.37,-0.91,-0.46,-0.55,-0.92,0.37,,,,,,,,,,,,,,,,
Primoz Brezec,,,,,,,,,,,,,,,,-0.47,-0.6,0.13,,,,-1.91,-1.07,-0.84,-1.69,-0.79,-0.89,-4.24,-2.35,-1.89,-3.02,-1.81,-1.2,
Marco Belinelli,-1.85,0.09,-1.94,-1.15,1.05,-2.19,-1.29,-0.45,-0.84,-1.72,-0.69,-1.03,-1.03,-0.0,-1.02,0.63,1.01,-0.38,-0.4,-0.72,0.32,-2.28,-1.65,-0.63,,,,,,,,,,
Andres Nocioni,,,,,,,,,,-0.85,-0.62,-0.23,-3.57,-2.08,-1.49,-1.84,0.44,-2.28,0.98,2.25,-1.27,-0.43,0.33,-0.76,-0.97,-1.4,0.43,-1.01,-0.13,-0.88,-4.02,-2.0,-2.02,
Kelly Olynyk,2.28,1.34,0.94,-0.45,0.64,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Singleton,,,,,,,,,,0.24,0.34,-0.1,,,,-1.63,-2.02,0.38,-0.99,-1.31,0.32,,,,-0.38,-0.46,0.08,-1.73,-0.35,-1.38,,,,
Lawrence Roberts,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.32,0.01,-0.24,-0.36,0.12,,,,
Jamaal Franklin,-0.72,-0.2,-0.52,-0.13,-0.12,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donatas Motiejunas,-0.11,-0.71,0.6,0.46,-0.7,1.16,-0.62,0.32,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Gay,-1.0,1.25,-2.25,0.07,0.09,-0.02,0.97,0.23,0.74,-0.48,-0.04,-0.44,-0.3,-0.93,0.63,1.6,1.56,0.04,-2.16,-0.69,-1.47,-3.36,-0.55,-2.81,0.39,-0.06,0.45,,,,,,,
Kobe Bryant,-2.67,-0.39,-2.28,-0.46,-0.47,0.01,1.65,2.82,-1.17,0.82,0.83,-0.0,1.01,1.84,-0.84,4.15,2.43,1.72,3.98,3.27,0.71,3.96,3.25,0.71,2.55,2.35,0.2,3.34,4.09,-0.75,1.04,1.91,-0.87,
Darius Miller,-0.76,-0.78,0.02,1.14,0.16,0.97,-0.47,-0.94,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Monroe,0.6,-0.29,0.9,0.34,0.53,-0.19,-1.26,-0.99,-0.27,-1.69,0.61,-2.3,-1.64,-0.24,-1.39,,,,,,,,,,,,,,,,,,,
Dennis Schroeder,-2.89,-1.27,-1.63,-4.63,-2.08,-2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earl Clark,-2.21,-1.66,-0.55,-2.77,-2.38,-0.39,-2.8,-1.44,-1.36,-4.25,-3.03,-1.22,-1.71,-1.78,0.06,-2.04,-1.54,-0.5,,,,,,,,,,,,,,,,
Donte Greene,,,,,,,,,,-1.01,-1.4,0.39,-0.01,0.02,-0.02,-0.64,-0.7,0.06,-3.31,-2.51,-0.8,,,,,,,,,,,,,
Chris Webber,,,,,,,,,,,,,,,,,,,,,,-1.59,-1.26,-0.33,-0.8,0.35,-1.16,-2.16,-0.17,-1.99,-0.74,-0.34,-0.4,
Mike Wilks,,,,,,,,,,,,,,,,-1.7,-0.9,-0.8,,,,-1.31,-1.2,-0.11,0.19,0.29,-0.1,-0.62,-0.92,0.3,-1.86,-1.12,-0.74,
Tristan Thompson,1.51,2.08,-0.57,-1.76,0.42,-2.18,-0.48,-0.31,-0.18,-4.37,-2.15,-2.22,,,,,,,,,,,,,,,,,,,,,,
Corsley Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-0.95,-0.28,
Dirk Nowitzki,0.23,1.81,-1.58,3.42,2.91,0.51,1.26,0.92,0.34,3.87,2.45,1.42,7.63,4.47,3.16,1.99,0.97,1.02,1.6,1.27,0.33,4.69,3.57,1.12,4.34,3.89,0.45,3.83,3.25,0.58,3.95,2.68,1.26,
T.J. Ford,,,,,,,,,,0.51,-0.18,0.69,0.37,-1.52,1.89,-2.1,-1.52,-0.58,-0.65,-0.39,-0.26,-1.55,-0.73,-0.82,-2.03,-1.98,-0.05,0.09,0.36,-0.27,,,,
Ryan Anderson,-0.76,1.64,-2.4,0.95,1.8,-0.85,-2.58,0.64,-3.23,3.46,2.92,0.54,3.52,2.0,1.51,1.38,0.63,0.75,0.24,-0.39,0.62,,,,,,,,,,,,,
James Ennis,0.65,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarence Kinsey,,,,,,,,,,,,,,,,,,,-1.48,-0.72,-0.76,-0.04,-0.68,0.65,-1.62,-0.42,-1.2,,,,,,,
Anthony Peeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.14,-1.61,-1.53,
Daniel Orton,,,,-0.95,-1.18,0.23,-0.66,-0.61,-0.06,-1.8,-1.44,-0.36,,,,,,,,,,,,,,,,,,,,,,
Roko Ukic,,,,,,,,,,,,,,,,-0.2,0.45,-0.65,-1.5,-2.32,0.82,,,,,,,,,,,,,
Daniel Ewing,,,,,,,,,,,,,,,,,,,,,,,,,1.01,-0.42,1.43,-1.57,-1.46,-0.11,,,,
Vince Carter,-0.33,-0.37,0.04,1.56,-0.1,1.67,4.07,2.83,1.25,3.1,0.93,2.18,1.12,0.19,0.93,3.88,0.85,3.03,-0.07,1.69,-1.77,1.13,0.03,1.1,1.11,1.26,-0.15,3.5,1.13,2.38,0.85,-0.04,0.88,
Quincy Douby,,,,,,,,,,,,,,,,,,,-1.63,-0.88,-0.75,-2.9,-2.4,-0.5,-1.82,-0.91,-0.91,,,,,,,
Andray Blatche,,,,-0.07,0.4,-0.47,0.32,0.32,-0.0,-2.65,-1.36,-1.29,-0.97,-0.45,-0.52,-1.89,-1.62,-0.28,-0.22,-1.02,0.8,-3.45,-1.66,-1.79,-2.57,-1.66,-0.91,-1.04,-0.43,-0.61,,,,
Vassilis Spanoulis,,,,,,,,,,,,,,,,,,,,,,,,,-0.74,-1.53,0.79,,,,,,,
Dajuan Wagner,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.13,-0.24,,,,-0.51,-0.1,-0.41,
Walker Russell,,,,,,,,,,-2.29,-1.5,-0.79,,,,,,,,,,,,,,,,,,,,,,
Zoran Dragic,-1.16,-0.53,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Battie,,,,,,,,,,0.39,-0.52,0.92,-2.24,-2.55,0.31,-1.67,-1.43,-0.25,-0.04,-0.76,0.72,,,,-0.85,-2.35,1.51,-1.05,-0.35,-0.7,-1.12,-1.89,0.77,
Othello Hunter,,,,,,,,,,,,,,,,-0.84,-0.43,-0.41,0.32,-0.07,0.4,,,,,,,,,,,,,
Jose Calderon,-4.03,-1.98,-2.05,-0.42,1.19,-1.61,-3.08,-0.67,-2.41,-1.18,0.5,-1.68,-0.3,0.12,-0.42,-0.34,1.31,-1.65,-1.37,-0.14,-1.23,0.09,1.61,-1.52,-0.41,0.89,-1.3,-1.61,-0.52,-1.1,,,,
Jake Voskuhl,,,,,,,,,,,,,,,,,,,0.47,0.32,0.15,-1.3,-1.13,-0.17,-1.1,0.05,-1.15,-0.59,-1.57,0.98,0.27,-0.65,0.92,
Dwight Powell,-0.82,-0.29,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Miles,2.19,0.24,1.95,1.37,0.86,0.51,-0.18,0.04,-0.22,0.17,-0.06,0.23,1.27,-0.07,1.33,0.3,0.13,0.16,-1.22,0.2,-1.42,0.86,0.93,-0.07,-2.08,-1.28,-0.8,-1.11,-0.24,-0.87,,,,
David West,-0.43,-0.76,0.34,2.92,1.28,1.64,1.96,0.63,1.32,2.01,0.71,1.3,1.18,0.29,0.89,-1.05,1.03,-2.09,1.79,1.43,0.36,1.55,0.13,1.43,0.84,1.72,-0.88,-1.18,0.28,-1.45,-4.38,-3.82,-0.55,
Blake Ahearn,,,,,,,,,,-0.54,-0.31,-0.23,,,,,,,-0.24,-0.39,0.16,-1.93,-1.4,-0.53,,,,,,,,,,
Doron Lamb,,,,-0.88,-0.81,-0.06,-2.38,-1.04,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Ewing,,,,,,,,,,,,,-0.78,-0.35,-0.43,,,,,,,,,,,,,,,,,,,
Damien Wilkins,,,,,,,-1.35,0.11,-1.45,-0.09,-1.35,1.27,-2.33,-1.27,-1.06,-1.25,-0.48,-0.77,-3.26,-2.78,-0.48,-4.62,-2.32,-2.3,-3.47,-0.92,-2.55,-2.69,-1.01,-1.68,-1.83,-0.67,-1.17,
Wayne Ellington,0.49,-0.92,1.41,-2.04,-0.09,-1.94,0.64,0.14,0.5,-0.6,-0.29,-0.31,-2.61,-1.35,-1.26,-1.43,-1.05,-0.37,,,,,,,,,,,,,,,,
Charlie Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-1.17,0.68,
Nikoloz Tskitishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36,-0.98,-0.39,-1.8,-1.49,-0.31,
Alonzo Gee,-2.41,-0.89,-1.51,-3.61,-2.21,-1.4,-2.81,-0.31,-2.5,-1.48,-1.47,-0.01,-3.27,-2.04,-1.22,-0.15,-0.39,0.24,,,,,,,,,,,,,,,,
Tayshaun Prince,-3.02,-1.56,-1.46,-0.2,-1.65,1.45,1.23,1.06,0.17,-2.36,-0.73,-1.64,0.06,1.29,-1.22,-0.95,0.55,-1.51,-0.76,0.2,-0.96,2.7,0.84,1.86,2.41,1.54,0.86,3.21,1.49,1.72,3.39,1.41,1.98,
Jamal Crawford,-1.3,1.42,-2.71,0.47,1.41,-0.94,1.47,0.96,0.51,-0.84,0.59,-1.43,0.03,1.86,-1.84,1.23,2.7,-1.47,-1.16,1.39,-2.55,-0.5,0.69,-1.18,-1.8,-0.14,-1.65,-3.1,-0.58,-2.52,-1.71,-0.22,-1.49,
Christian Eyenga,,,,,,,,,,-1.28,-0.99,-0.29,-2.38,-1.57,-0.81,,,,,,,,,,,,,,,,,,,
Melvin Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-0.81,-0.08,,,,
Anthony Goldwire,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,-0.4,-0.05,-1.6,0.01,-1.61,
Nerlens Noel,-3.21,-4.31,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Harper,,,,,,,,,,-1.68,-1.22,-0.47,,,,,,,,,,,,,,,,,,,,,,
Quincy Miller,1.07,0.03,1.04,-1.41,-0.2,-1.21,-0.38,-0.22,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Vroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,-0.53,0.81,-1.18,-0.8,-0.38,
Taylor Griffin,,,,,,,,,,,,,,,,-0.47,-0.29,-0.18,,,,,,,,,,,,,,,,
Allen Crabbe,-1.93,-1.43,-0.51,-0.06,0.25,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Waiters,-1.32,-0.98,-0.33,-0.19,-0.7,0.51,-0.32,1.66,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Humphries,-1.84,-1.63,-0.21,-0.77,-1.35,0.58,-2.38,-1.3,-1.08,0.35,0.74,-0.39,-0.67,-0.82,0.14,-2.62,-0.56,-2.06,0.24,0.14,0.11,-0.99,-1.63,0.65,-1.28,-0.18,-1.1,-2.77,-1.87,-0.9,-3.59,-3.26,-0.33,
Von Wafer,,,,,,,,,,-1.62,-0.97,-0.65,-0.14,-2.38,2.24,,,,1.0,0.68,0.33,-0.53,-0.63,0.09,-0.4,-0.24,-0.16,-1.12,-0.68,-0.44,,,,
Ekpe Udoh,-0.18,-0.44,0.26,-1.87,-0.88,-0.99,-0.53,-1.58,1.04,3.85,1.11,2.73,2.45,0.65,1.8,,,,,,,,,,,,,,,,,,,
Matt Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-0.48,-0.41,,,,
Matt Carroll,,,,,,,-0.48,-0.31,-0.17,-3.16,-1.8,-1.36,-1.65,-1.01,-0.64,-0.64,-0.41,-0.23,-3.95,-3.48,-0.47,0.06,1.08,-1.02,-1.12,0.46,-1.59,-0.69,-0.56,-0.13,0.7,-0.17,0.86,
Stephen Jackson,,,,-0.18,-0.57,0.38,0.3,-0.18,0.48,-0.28,-0.59,0.32,-2.53,-1.34,-1.18,1.01,0.62,0.38,0.23,0.97,-0.75,0.94,0.38,0.56,2.75,1.41,1.34,-0.96,-1.31,0.34,1.52,0.44,1.08,
Tyrus Thomas,-0.45,-0.16,-0.29,,,,-2.09,-1.4,-0.69,-3.33,-1.06,-2.28,-0.15,-0.87,0.72,-0.3,-1.48,1.17,-2.97,-2.85,-0.12,0.49,-0.78,1.28,1.3,-0.45,1.74,,,,,,,
Perry Jones,-3.16,-1.71,-1.45,-1.13,-0.78,-0.36,0.07,-0.31,0.38,,,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,6.04,2.28,3.77,2.89,0.66,2.23,0.43,-0.76,1.18,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Lee,-0.34,0.5,-0.84,1.24,-0.19,1.43,-0.65,0.6,-1.25,0.76,0.7,0.06,-0.04,1.0,-1.04,-1.82,0.1,-1.93,1.39,1.13,0.26,,,,,,,,,,,,,
Shannon Brown,-1.0,-0.16,-0.84,-2.47,-1.47,-1.0,-1.94,-0.61,-1.32,-1.33,-0.45,-0.88,-0.09,-0.41,0.33,-1.97,-1.76,-0.22,-0.61,-0.14,-0.47,-2.93,-1.78,-1.15,-1.98,-0.48,-1.5,,,,,,,
Jason Maxiell,-2.18,-1.73,-0.45,-0.96,-0.62,-0.34,-1.73,-1.89,0.15,-0.08,-1.06,0.98,-2.19,-0.56,-1.64,-1.21,-0.0,-1.21,-2.56,-0.55,-2.01,1.79,1.5,0.28,0.84,-0.3,1.14,-2.54,-0.81,-1.73,,,,
Julian Wright,,,,,,,,,,,,,0.87,-0.2,1.07,0.48,-0.29,0.77,-1.25,-1.97,0.72,-0.28,0.14,-0.43,,,,,,,,,,
Voshon Lenard,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.35,-1.27,-0.07,-0.61,-0.24,-0.37,
Rodney Hood,0.18,-0.31,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festus Ezeli,-1.11,-0.88,-0.22,,,,-1.36,-1.26,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Forbes,,,,,,,,,,-0.97,-0.65,-0.31,-1.34,0.28,-1.61,,,,,,,,,,,,,,,,,,,
Jeremy Evans,0.48,0.04,0.44,-1.18,-1.14,-0.04,-0.47,0.05,-0.53,-1.54,-0.56,-0.99,-0.16,0.07,-0.24,,,,,,,,,,,,,,,,,,,
Jeff Withey,-1.59,-0.5,-1.09,0.37,-0.09,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,2.17,1.86,0.31,1.36,-0.14,1.5,0.89,0.3,0.58,1.23,0.69,0.54,,,,,,,,,,,,,,,,,,,,,,
Craig Smith,,,,,,,,,,-1.45,-0.65,-0.8,-0.59,-0.42,-0.17,-0.18,-0.79,0.61,-1.75,-1.72,-0.04,-1.96,-0.85,-1.11,-1.64,-1.22,-0.42,,,,,,,
Linas Kleiza,,,,,,,-1.4,-0.5,-0.9,0.96,0.13,0.83,-0.09,-0.21,0.13,,,,-1.79,-1.18,-0.61,0.95,1.8,-0.85,0.26,0.02,0.24,-1.33,-0.98,-0.35,,,,
Taurean Green,,,,,,,,,,,,,,,,,,,,,,-0.05,0.27,-0.31,,,,,,,,,,
Jerami Grant,-1.18,-1.6,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.06,0.05,
Carlos Boozer,-3.15,-0.79,-2.35,-3.1,-3.0,-0.1,-2.77,-2.31,-0.46,0.06,-0.05,0.11,0.59,0.9,-0.31,-0.0,1.37,-1.37,-1.8,-0.85,-0.95,1.62,2.28,-0.67,2.01,1.64,0.37,-1.26,1.71,-2.96,0.67,0.57,0.1,
Reggie Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.84,0.31,
Troy Hudson,,,,,,,,,,,,,,,,,,,,,,-0.85,-0.45,-0.4,-1.53,-1.51,-0.01,-0.69,-0.02,-0.67,-0.86,0.78,-1.64,
Matt Harpring,,,,,,,,,,,,,,,,,,,-0.18,-1.38,1.21,-2.25,-0.51,-1.73,1.99,2.38,-0.39,-1.35,-1.17,-0.18,-2.43,0.24,-2.67,
Chris Mihm,,,,,,,,,,,,,,,,,,,-1.4,-0.92,-0.48,-1.78,-1.22,-0.56,,,,-1.52,-0.42,-1.11,-2.04,-1.75,-0.28,
Devean George,,,,,,,,,,,,,,,,-0.02,1.12,-1.14,-3.78,-2.26,-1.52,-0.65,-0.56,-0.09,-1.15,-1.53,0.38,0.58,-0.36,0.94,-1.78,-0.98,-0.8,
Othyus Jeffers,,,,0.41,0.26,0.15,,,,,,,1.5,1.28,0.22,-0.22,0.06,-0.28,,,,,,,,,,,,,,,,
Matt Bonner,-1.47,-0.44,-1.02,0.77,0.67,0.1,0.58,1.23,-0.65,3.76,3.19,0.57,1.81,1.87,-0.06,1.69,1.62,0.06,4.01,1.8,2.21,-0.08,-1.02,0.95,-1.59,-0.74,-0.84,-1.63,0.17,-1.8,-1.54,-0.63,-0.91,
Mario West,,,,,,,,,,,,,-0.28,-0.19,-0.09,-0.1,-0.22,0.13,-1.49,-0.65,-0.84,-0.19,0.8,-0.99,,,,,,,,,,
Michael Kidd-Gilchrist,3.05,-0.29,3.34,0.92,-1.09,2.01,-1.0,-0.52,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,
Maceo Baston,,,,,,,,,,,,,,,,,,,-0.58,-0.84,0.26,-0.91,-0.76,-0.15,-0.78,-0.3,-0.48,,,,,,,
Qyntel Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.81,-0.95,-0.86,-0.53,-0.05,-0.48,
DeAndre Liggins,,,,-0.34,-0.07,-0.27,-1.4,-1.91,0.51,-2.16,-1.28,-0.88,,,,,,,,,,,,,,,,,,,,,,
Gary Neal,-1.1,-0.37,-0.73,-3.69,-1.14,-2.55,0.12,0.77,-0.65,-1.41,1.33,-2.74,-1.04,0.99,-2.03,,,,,,,,,,,,,,,,,,,
Rasual Butler,-1.67,-0.88,-0.8,-1.26,0.25,-1.52,,,,-2.62,-2.76,0.14,-2.13,-2.89,0.76,-1.57,-0.91,-0.66,-3.23,-1.95,-1.28,-0.21,-1.76,1.55,-0.95,-1.92,0.97,-0.68,-0.11,-0.57,-1.04,-1.82,0.78,
Bradley Beal,2.08,1.24,0.84,0.29,-0.25,0.54,-0.99,-1.32,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Hamilton,,,,,,,-1.5,-1.87,0.38,1.05,0.54,0.51,-1.69,-0.5,-1.19,-2.2,-1.05,-1.15,-0.04,-0.42,0.37,2.07,1.26,0.81,1.61,0.73,0.88,0.49,0.82,-0.32,2.66,0.9,1.76,
Tony Massenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.29,-1.5,-0.79,
Will Conroy,,,,,,,-1.68,-0.97,-0.7,,,,,,,-0.84,-0.48,-0.36,,,,,,,-0.79,-0.74,-0.05,,,,,,,
Sundiata Gaines,,,,,,,,,,-1.88,-1.12,-0.76,-0.68,-0.22,-0.46,-0.11,-0.36,0.25,,,,,,,,,,,,,,,,
Patrick Mills,2.3,0.5,1.8,4.14,1.86,2.28,0.27,0.86,-0.59,0.56,1.23,-0.67,-2.58,-1.49,-1.08,-1.07,-0.13,-0.94,,,,,,,,,,,,,,,,
Dontell Jefferson,,,,,,,,,,,,,,,,,,,-0.74,-0.8,0.07,,,,,,,,,,,,,
Greg Stiemsma,-1.2,-0.34,-0.86,-2.7,-3.06,0.36,-0.39,-1.79,1.4,-2.77,-2.67,-0.09,,,,,,,,,,,,,,,,,,,,,,
Anthony Randolph,,,,-3.46,-2.52,-0.94,-0.39,0.06,-0.45,-0.78,-0.78,0.01,-2.98,-2.23,-0.76,-1.27,-0.43,-0.83,-2.05,-0.74,-1.31,,,,,,,,,,,,,
Chandler Parsons,1.83,1.64,0.2,2.0,1.7,0.3,0.57,-0.26,0.83,0.24,0.25,-0.01,,,,,,,,,,,,,,,,,,,,,,
Trenton Hassell,,,,,,,,,,,,,,,,-4.29,-3.81,-0.48,-2.62,-1.95,-0.67,-3.0,-1.89,-1.11,-0.91,-0.55,-0.36,-0.78,-0.36,-0.42,-1.09,-1.27,0.18,
Elijah Millsap,1.92,-0.17,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Babb,,,,-0.99,-0.78,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Landry,-2.46,-1.86,-0.6,-1.65,-0.81,-0.83,-2.81,-1.25,-1.56,-0.61,0.01,-0.62,-2.11,0.12,-2.23,-0.98,-0.68,-0.3,-0.1,0.12,-0.22,1.5,1.11,0.39,,,,,,,,,,
Derrick Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31,-0.63,-0.69,
Derrick Byars,,,,,,,,,,-0.68,-0.4,-0.29,,,,,,,,,,,,,,,,,,,,,,
Jeremy Pargo,,,,,,,-2.06,-1.57,-0.49,-3.18,-2.83,-0.36,,,,,,,,,,,,,,,,,,,,,,
Jameer Nelson,-1.32,-0.07,-1.24,-1.3,0.68,-1.98,0.98,0.6,0.38,1.41,2.01,-0.6,1.21,1.09,0.12,1.25,0.01,1.24,3.22,1.63,1.59,0.3,-0.47,0.78,-0.9,-0.28,-0.61,2.15,1.87,0.28,-1.14,-0.01,-1.13,
Lee Nailon,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.28,-0.24,-1.9,-1.65,-0.25,
Garret Siler,,,,,,,,,,,,,-0.85,-0.24,-0.61,,,,,,,,,,,,,,,,,,,
Darius Miles,,,,,,,,,,,,,,,,,,,-2.28,-1.89,-0.39,,,,,,,-0.7,-1.28,0.58,-0.04,-0.64,0.6,
